"pref_cd","station_cd","station_name","post","add","lat","lon","line_cd","line_name_h","company_cd","company_name"
1,1110312,"発寒中央","063-0826","札幌市西区発寒十条３丁目",43.089271,141.294497,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110313,"琴似","063-0812","札幌市西区琴似2条2丁目",43.081599,141.307418,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110314,"桑園","060-0011","札幌市中央区北１１条西１５丁目",43.070744,141.332036,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110315,"札幌","060-0806","札幌市北区北６条西４丁目",43.068612,141.350768,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110316,"苗穂","060-0033","札幌市中央区北３条東１３丁目",43.068574,141.377522,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110317,"白石","003-0029","札幌市白石区平和通3丁目北6",43.054715,141.413612,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110318,"厚別","004-0055","札幌市厚別区厚別中央５条４丁目",43.045154,141.46369,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110319,"森林公園","004-0071","札幌市厚別区厚別北１条４丁目",43.056456,141.481332,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110320,"大麻","069-0854","江別市大麻中町",43.072382,141.496925,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110321,"野幌","069-0813","江別市野幌町",43.092559,141.52984,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110322,"高砂","067-0074","江別市高砂町",43.100084,141.540752,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110323,"江別","067-0071","江別市萩ケ岡",43.110189,141.55679,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110324,"豊幌","067-0021","江別市豊幌",43.136446,141.62466,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110325,"幌向","069-0371","岩見沢市幌向南１条３丁目",43.151348,141.655839,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110326,"上幌向","069-0362","岩見沢市上幌向南１条４丁目",43.18183,141.715391,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110327,"岩見沢","068-0034","岩見沢市有明町南",43.204201,141.759359,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110328,"峰延","072-0000","美唄市峰延",43.264694,141.814673,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110329,"光珠内","072-0000","美唄市光珠内",43.292658,141.844655,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110330,"美唄","072-0012","美唄市東一条南２丁目",43.330751,141.862157,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110331,"茶志内","079-0261","美唄市茶志内町",43.369842,141.87336,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110332,"奈井江","079-0313","空知郡奈井江町本町１区",43.423718,141.889115,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110333,"豊沼","073-0138","砂川市豊沼町",43.464224,141.901032,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110334,"砂川","073-0152","砂川市東２条北２丁目",43.493468,141.909642,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110335,"滝川","073-0031","滝川市栄町４丁目",43.555278,141.900807,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110336,"江部乙","079-0462","滝川市江部乙町西町１２丁目",43.627564,141.935937,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110337,"妹背牛","079-0500","雨竜郡妹背牛町字妹背牛",43.690841,141.966591,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110338,"深川","074-0001","深川市１条",43.721021,142.041642,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110339,"納内","078-0151","深川市納内町字納内",43.732509,142.130072,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110340,"伊納","070-8052","旭川市江丹別町春日",43.763305,142.27167,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110341,"近文","070-0821","旭川市近文町１９丁目",43.789193,142.325327,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110342,"旭川","070-0030","旭川市宮下通８丁目",43.763492,142.357803,11103,"JR函館本線(小樽～旭川)",1,"JR北海道"
1,1110401,"長万部","049-3521","山越郡長万部町字長万部",42.512477,140.37507,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110402,"静狩","049-5141","山越郡長万部町字静狩",42.584065,140.460025,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110403,"小幌","049-5333","虻田郡豊浦町字礼文華",42.589731,140.537361,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110404,"礼文","049-5333","虻田郡豊浦町字礼文華",42.580422,140.595013,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110405,"大岸","049-5332","虻田郡豊浦町字大岸",42.585969,140.639036,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110406,"豊浦","049-5412","虻田郡豊浦町字旭町",42.580323,140.71536,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110407,"洞爺","049-5611","虻田郡洞爺湖町旭町",42.55055,140.763959,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110408,"有珠","059-0151","伊達市有珠町",42.513267,140.793969,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110409,"長和","052-0035","伊達市長和町",42.488262,140.833783,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110410,"伊達紋別","052-0032","伊達市山下町",42.469395,140.855802,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110411,"北舟岡","052-0014","伊達市舟岡町",42.450528,140.880259,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110412,"稀府","059-0273","伊達市南稀府町",42.425567,140.898836,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110413,"黄金","059-0271","伊達市南黄金町",42.386441,140.907781,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110414,"崎守","050-0055","室蘭市崎守町",42.373968,140.927141,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110415,"本輪西","050-0065","室蘭市本輪西町１丁目",42.358734,140.977561,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110416,"室蘭","051-0023","室蘭市入江町１",42.317864,140.97571,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110417,"母恋","051-0004","室蘭市母恋北町１丁目",42.317295,140.990018,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110418,"御崎","051-0001","室蘭市御崎町２丁目",42.329014,140.993881,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110419,"輪西","050-0087","室蘭市仲町",42.333775,141.005743,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110420,"東室蘭","050-0083","室蘭市東町２丁目",42.349374,141.026411,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110421,"鷲別","059-0034","登別市鷲別町２丁目",42.35953,141.042759,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110422,"幌別","059-0013","登別市幌別町３丁目",42.409782,141.107293,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110423,"富浦","059-0462","登別市富浦町１丁目",42.441957,141.156878,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110424,"登別","059-0466","登別市登別港町１丁目",42.45207,141.180931,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110425,"虎杖浜","059-0641","白老郡白老町字虎杖浜",42.464695,141.215092,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110426,"竹浦","059-0642","白老郡白老町字竹浦",42.49284,141.260395,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110427,"北吉原","059-0923","白老郡白老町字北吉原",42.509119,141.286199,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110428,"萩野","059-0922","白老郡白老町字萩野",42.521159,141.30603,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110429,"白老","059-0904","白老郡白老町東町１丁目",42.55474,141.360054,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110430,"社台","059-0901","白老郡白老町字社台",42.578682,141.417433,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110431,"錦岡","059-1275","苫小牧市字錦岡",42.6025,141.48722,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110432,"糸井","053-0816","苫小牧市日吉町３丁目",42.6225,141.546187,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110433,"青葉","053-0807","苫小牧市青葉町１丁目",42.62999,141.568278,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110434,"苫小牧","053-0022","苫小牧市表町６丁目",42.639665,141.596837,11104,"JR室蘭本線(長万部・室蘭～苫小牧)",1,"JR北海道"
1,1110501,"苫小牧","053-0022","苫小牧市表町６丁目",42.639665,141.596837,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110502,"沼ノ端","059-1364","苫小牧市字沼ノ端",42.672057,141.693132,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110503,"遠浅","059-1433","勇払郡安平町遠浅",42.729533,141.769568,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110504,"早来","059-1501","勇払郡安平町早来大町",42.765237,141.814106,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110505,"安平","059-1511","勇払郡安平町安平",42.814007,141.825283,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110506,"追分","059-1931","勇払郡安平町追分中央",42.873316,141.810678,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110507,"三川","069-1200","夕張郡由仁町三川",42.945029,141.800778,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110508,"古山","069-1216","夕張郡由仁町字古山",42.975256,141.793969,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110509,"由仁","069-1216","夕張郡由仁町古山",43.012206,141.785868,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110510,"栗山","069-1511","夕張郡栗山町中央３丁目",43.058164,141.775603,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110511,"栗丘","068-0134","岩見沢市栗沢町栗丘",43.085444,141.744333,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110512,"栗沢","068-0127","岩見沢市栗沢町本町",43.120367,141.739743,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110513,"志文","068-0841","岩見沢市志文本町１条４丁目",43.158903,141.744443,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110514,"岩見沢","068-0034","岩見沢市有明町南",43.204201,141.759359,11105,"JR室蘭本線(苫小牧～岩見沢)",1,"JR北海道"
1,1110601,"滝川","073-0031","滝川市栄町４丁目",43.555278,141.900807,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110602,"東滝川","073-0026","滝川市東滝川",43.574037,141.98031,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110603,"赤平","079-1134","赤平市泉町１丁目",43.555144,142.048669,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110604,"茂尻","079-1100","赤平市字茂尻町南２丁目",43.537314,142.082156,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110605,"平岸","079-1282","北海道赤平市平岸仲町１丁目",43.541401,142.123872,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110606,"芦別","075-0041","芦別市本町",43.516636,142.184543,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110607,"上芦別","079-1371","芦別市上芦別町",43.48871,142.210855,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110608,"野花南","079-1372","芦別市野花南町",43.474418,142.261772,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110610,"富良野","076-0025","富良野市日の出町",43.347114,142.391374,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110611,"布部","076-0004","富良野市字布部市街地",43.291991,142.400595,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110612,"山部","079-1564","北海道富良野市字山部市山部中町",43.244645,142.381522,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110613,"下金山","079-2132","空知郡南富良野町字下金山",43.197328,142.415402,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110614,"金山","079-2131","空知郡南富良野町字金山",43.136115,142.416201,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110615,"東鹿越","079-2411","空知郡南富良野町東鹿越",43.164011,142.523472,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110616,"幾寅","079-2401","空知郡南富良野町幾寅仲町",43.161582,142.569474,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110617,"落合","079-2551","空知郡南富良野町落合",43.125055,142.669104,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110618,"新得","081-0005","上川郡新得町本通北１丁目",43.082501,142.832432,11106,"JR根室本線(滝川～新得)",1,"JR北海道"
1,1110701,"新得","081-0005","上川郡新得町本通北１丁目",43.082501,142.832432,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110702,"十勝清水","089-0136","上川郡清水町本通１丁目",43.012892,142.879535,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110704,"御影","089-0354","上川郡清水町御影本通り１丁目",42.942418,142.935739,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110705,"芽室","082-0030","河西郡芽室町本通り１丁目",42.909846,143.047991,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110706,"大成","082-0006","河西郡芽室町東芽室南２線",42.918662,143.071241,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110707,"西帯広","080-2473","帯広市西２３条南１丁目",42.923941,143.126351,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110708,"柏林台","080-0027","帯広市西１７条南１丁目",42.928877,143.1645,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110709,"帯広","080-0012","帯広市西２条南１２丁目",42.917997,143.20195,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110710,"札内","089-0543","中川郡幕別町字札内中央町",42.912697,143.256248,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110712,"幕別","089-0604","中川郡幕別町錦町",42.90784,143.359293,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110713,"利別","083-0031","中川郡池田町字利別西町",42.934706,143.424445,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110714,"池田","083-0091","中川郡池田町東１条１丁目",42.922186,143.453033,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110715,"十弗","089-5243","中川郡豊頃町字十弗宝町",42.855781,143.500797,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110716,"豊頃","089-5232","中川郡豊頃町豊頃旭町",42.817548,143.538615,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110717,"新吉野","089-5541","十勝郡浦幌町字吉野",42.778238,143.60826,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110718,"浦幌","089-5603","十勝郡浦幌町字本町",42.810849,143.651568,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110720,"厚内","089-5865","十勝郡浦幌町字厚内",42.809539,143.814389,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110721,"直別","088-0135","釧路市音別町直別",42.852205,143.863607,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110722,"尺別","088-0132","釧路市音別町尺別（岐線）",42.869163,143.904331,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110723,"音別","088-0115","釧路市音別町本町１丁目",42.888997,143.932442,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110724,"古瀬","088-0351","白糠郡白糠町和天別",42.947893,144.008589,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110725,"白糠","088-0301","白糠郡白糠町東１条南１丁目",42.956161,144.076879,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110726,"西庶路","088-0572","白糠郡白糠町西庶路西１条南３丁目",42.976138,144.129826,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110727,"庶路","088-0563","白糠郡白糠町庶路甲区",42.983601,144.150018,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110728,"大楽毛","084-0917","釧路市大楽毛５丁目",43.009078,144.273879,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110729,"新大楽毛","084-0917","釧路市大楽毛１丁目",43.009423,144.295558,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110730,"新富士","084-0904","釧路市新富士町３丁目",43.001605,144.350758,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110731,"釧路","085-0015","釧路市北大通１４丁目",42.990584,144.381983,11107,"JR根室本線(新得～釧路)",1,"JR北海道"
1,1110801,"釧路","085-0015","釧路市北大通１４丁目",42.990584,144.381983,11108,"JR根室本線(釧路～根室)",1,"JR北海道"
1,1110802,"東釧路","085-0816","釧路市貝塚２丁目",42.995207,144.411307,11108,"JR根室本線(釧路～根室)",1,"JR北海道"
1,1110803,"武佐","085-0806","釧路市武佐４丁目",42.991364,144.426681,11108,"JR根室本線(釧路～根室)",1,"JR北海道"
1,1110804,"別保","088-0604","釧路郡釧路町字別保",42.994384,144.469596,11108,"JR根室本線(釧路～根室)",1,"JR北海道"
1,1110805,"上尾幌","088-0771","厚岸郡厚岸町字上尾幌市街",43.032893,144.61239,11108,"JR根室本線(釧路～根室)",1,"JR北海道"
1,1110806,"尾幌","088-0875","厚岸郡厚岸町大字苫多村字尾幌",43.018463,144.703758,11108,"JR根室本線(釧路～根室)",1,"JR北海道"
1,1110807,"門静","088-1126","厚岸郡厚岸町字門静",43.057581,144.782638,11108,"JR根室本線(釧路～根室)",1,"JR北海道"
